"type","string","response","subj","exposures","coherence","trial"
"familiar","bim and thite",5,"s0154",126,"1/3",6
"familiar","cat and dex",1,"s0154",126,"1/3",7
"position","thite and moke",5,"s0154",126,"1/3",8
"cross","feeb and dex",4,"s0154",126,"1/3",9
"catch","press5",5,"s0154",126,"1/3",10
"withheld","chuv and pif",5,"s0154",126,"1/3",11
"withheld","cat and moke",1,"s0154",126,"1/3",12
"position","jiv and pif",5,"s0154",126,"1/3",13
"position","bim and cat",1,"s0154",126,"1/3",14
"familiar","feeb and pif",5,"s0154",126,"1/3",15
"familiar","truck and jiv",1,"s0154",126,"1/3",16
"catch","press4",4,"s0154",126,"1/3",17
"withheld","vap and dex",5,"s0154",126,"1/3",18
"withheld","chuv and jiv",5,"s0155",196,"1/3",1
"withheld","bim and thite",1,"s0155",196,"1/3",2
"position","vap and chuv",5,"s0155",196,"1/3",3
"position","pif and jiv",5,"s0155",196,"1/3",4
"familiar","bim and moke",5,"s0155",196,"1/3",5
"familiar","vap and pif",5,"s0155",196,"1/3",6
"familiar","hamster and jiv",5,"s0155",196,"1/3",7
"catch","press4",4,"s0155",196,"1/3",8
"cross","hamster and moke",5,"s0155",196,"1/3",9
"position","feeb and bim",1,"s0155",196,"1/3",10
"cross","truck and wug",5,"s0155",196,"1/3",11
"familiar","feeb and dex",5,"s0155",196,"1/3",12
"cross","bim and jiv",5,"s0155",196,"1/3",13
"withheld","truck and moke",5,"s0155",196,"1/3",14
"position","dex and thite",3,"s0155",196,"1/3",15
"withheld","hamster and wug",5,"s0155",196,"1/3",16
"catch","press5",5,"s0155",196,"1/3",17
"cross","chuv and thite",5,"s0155",196,"1/3",18
"withheld","truck and pif",2,"s0156",196,"3/3",1
"catch","press5",5,"s0156",196,"3/3",2
"familiar","dog and wug",4,"s0156",196,"3/3",3
"cross","car and jeev",2,"s0156",196,"3/3",4
"cross","dog and pif",1,"s0156",196,"3/3",5
"familiar","cat and thite",4,"s0156",196,"3/3",6
"withheld","hamster and jeev",1,"s0156",196,"3/3",7
"withheld","dog and moke",2,"s0156",196,"3/3",8
"familiar","hamster and pif",1,"s0156",196,"3/3",9
"withheld","car and wug",2,"s0156",196,"3/3",10
"familiar","bus and dex",5,"s0156",196,"3/3",11
"position","thite and moke",1,"s0156",196,"3/3",12
"position","dex and pif",1,"s0156",196,"3/3",13
"cross","truck and moke",2,"s0156",196,"3/3",14
"cross","hamster and wug",1,"s0156",196,"3/3",15
"position","bus and truck",1,"s0156",196,"3/3",16
"catch","press4",4,"s0156",196,"3/3",17
"position","cat and dog",1,"s0156",196,"3/3",18
"familiar","hamster and moke",1,"s0157",56,"3/3",1
"familiar","cat and jeev",4,"s0157",56,"3/3",2
"cross","car and pif",1,"s0157",56,"3/3",3
"cross","bus and thite",1,"s0157",56,"3/3",4
"withheld","hamster and pif",3,"s0157",56,"3/3",5
"familiar","dog and dex",1,"s0157",56,"3/3",6
"position","jeev and thite",1,"s0157",56,"3/3",7
"position","truck and bus",1,"s0157",56,"3/3",8
"position","cat and dog",1,"s0157",56,"3/3",9
"cross","hamster and dex",1,"s0157",56,"3/3",10
"withheld","dog and thite",2,"s0157",56,"3/3",11
"catch","press4",4,"s0157",56,"3/3",12
"withheld","bus and moke",3,"s0157",56,"3/3",13
"catch","press5",5,"s0157",56,"3/3",14
"withheld","car and dex",2,"s0157",56,"3/3",15
"cross","dog and moke",1,"s0157",56,"3/3",16
"familiar","truck and wug",5,"s0157",56,"3/3",17
"position","wug and moke",1,"s0157",56,"3/3",18
"familiar","coomo and pif",3,"s0158",126,"syllables",1
"familiar","jic and wug",4,"s0158",126,"syllables",2
"cross","kaisey and pif",1,"s0158",126,"syllables",3
"cross","coomo and dex",3,"s0158",126,"syllables",4
"cross","skeege and moke",4,"s0158",126,"syllables",5
"withheld","kaisey and thite",4,"s0158",126,"syllables",6
"withheld","coomo and moke",5,"s0158",126,"syllables",7
"familiar","fengle and jeev",1,"s0158",126,"syllables",8
"position","wug and dex",4,"s0158",126,"syllables",9
"position","jeev and moke",5,"s0158",126,"syllables",10
"cross","gope and thite",1,"s0158",126,"syllables",11
"withheld","skeege and dex",4,"s0158",126,"syllables",12
"catch","press5",5,"s0158",126,"syllables",13
"catch","press4",4,"s0158",126,"syllables",14
"position","jic and skeege",5,"s0158",126,"syllables",15
"position","fengle and coomo",1,"s0158",126,"syllables",16
"withheld","gope and pif",4,"s0158",126,"syllables",17
"familiar","kaisey and dex",4,"s0158",126,"syllables",18
"withheld","rull and moke",5,"s0159",126,"onset",1
"position","zof and zabe",1,"s0159",126,"onset",2
"familiar","rull and wug",3,"s0159",126,"onset",3
"withheld","ruck and jiv",4,"s0159",126,"onset",4
"cross","rull and thite",2,"s0159",126,"onset",5
"familiar","zof and pif",4,"s0159",126,"onset",6
"familiar","rudge and dex",4,"s0159",126,"onset",7
"position","pif and wug",1,"s0159",126,"onset",8
"cross","zabe and jiv",4,"s0159",126,"onset",9
"catch","press5",5,"s0159",126,"onset",10
"position","rudge and ruck",1,"s0159",126,"onset",11
"cross","zerm and moke",3,"s0159",126,"onset",12
"cross","ruck and wug",4,"s0159",126,"onset",13
"position","dex and jiv",1,"s0159",126,"onset",14
"withheld","zabe and wug",4,"s0159",126,"onset",15
"withheld","zerm and thite",3,"s0159",126,"onset",16
"catch","press4",4,"s0159",126,"onset",17
"familiar","ruck and thite",2,"s0159",126,"onset",18
"familiar","lup and dex",4,"s0160",56,"1/3",1
"withheld","bim and wug",4,"s0160",56,"1/3",2
"position","jiv and dex",4,"s0160",56,"1/3",3
"familiar","bim and moke",4,"s0160",56,"1/3",4
"position","pif and wug",4,"s0160",56,"1/3",5
"cross","bim and dex",4,"s0160",56,"1/3",6
"catch","press5",5,"s0160",56,"1/3",7
"position","cat and bim",2,"s0160",56,"1/3",8
"familiar","bus and jiv",4,"s0160",56,"1/3",9
"withheld","chuv and moke",4,"s0160",56,"1/3",10
"position","bus and zabe",4,"s0160",56,"1/3",11
"withheld","zabe and dex",5,"s0160",56,"1/3",12
"cross","lup and moke",4,"s0160",56,"1/3",13
"cross","chuv and thite",4,"s0160",56,"1/3",14
"familiar","cat and pif",4,"s0160",56,"1/3",15
"catch","press4",4,"s0160",56,"1/3",16
"cross","zabe and wug",3,"s0160",56,"1/3",17
"withheld","lup and thite",4,"s0160",56,"1/3",18
"cross","zabe and moke",5,"s0161",56,"onset",1
"position","pif and jiv",5,"s0161",56,"onset",2
"withheld","zabe and wug",5,"s0161",56,"onset",3
"position","thite and dex",5,"s0161",56,"onset",4
"withheld","ruck and moke",5,"s0161",56,"onset",5
"catch","press5",5,"s0161",56,"onset",6
"familiar","rull and wug",4,"s0161",56,"onset",7
"catch","press4",4,"s0161",56,"onset",8
"cross","ruck and wug",5,"s0161",56,"onset",9
"position","rudge and rull",2,"s0161",56,"onset",10
"familiar","ruck and jiv",3,"s0161",56,"onset",11
"withheld","rull and dex",3,"s0161",56,"onset",12
"withheld","zof and jiv",4,"s0161",56,"onset",13
"familiar","zerm and pif",1,"s0161",56,"onset",14
"familiar","rudge and thite",4,"s0161",56,"onset",15
"cross","zof and dex",2,"s0161",56,"onset",16
"cross","rull and jiv",4,"s0161",56,"onset",17
"position","zerm and zof",3,"s0161",56,"onset",18
"withheld","truck tezz dex",5,"s0162",56,"nonce.connective",1
"cross","hamster tezz moke",5,"s0162",56,"nonce.connective",2
"position","wug tezz jeev",1,"s0162",56,"nonce.connective",3
"familiar","dog tezz moke",5,"s0162",56,"nonce.connective",4
"familiar","cat tezz wug",5,"s0162",56,"nonce.connective",5
"position","bus tezz car",1,"s0162",56,"nonce.connective",6
"familiar","hamster tezz dex",5,"s0162",56,"nonce.connective",7
"withheld","dog tezz thite",5,"s0162",56,"nonce.connective",8
"position","cat tezz hamster",1,"s0162",56,"nonce.connective",9
"cross","car tezz jeev",5,"s0162",56,"nonce.connective",10
"catch","press4",4,"s0162",56,"nonce.connective",11
"withheld","hamster tezz jeev",5,"s0162",56,"nonce.connective",12
"cross","truck tezz thite",5,"s0162",56,"nonce.connective",13
"catch","press5",5,"s0162",56,"nonce.connective",14
"withheld","car tezz moke",5,"s0162",56,"nonce.connective",15
"familiar","bus tezz pif",5,"s0162",56,"nonce.connective",16
"cross","dog tezz dex",1,"s0162",56,"nonce.connective",17
"position","pif tezz moke",5,"s0162",56,"nonce.connective",18
"position","cat tezz dog",1,"s0163",392,"nonce.connective",1
"familiar","hamster tezz wug",4,"s0163",392,"nonce.connective",2
"withheld","dog tezz thite",5,"s0163",392,"nonce.connective",3
"withheld","truck tezz moke",3,"s0163",392,"nonce.connective",4
"cross","dog tezz wug",4,"s0163",392,"nonce.connective",5
"cross","bus tezz thite",4,"s0163",392,"nonce.connective",6
"cross","truck tezz dex",2,"s0163",392,"nonce.connective",7
"withheld","bus tezz wug",5,"s0163",392,"nonce.connective",8
"cross","hamster tezz moke",2,"s0163",392,"nonce.connective",9
"position","jeev tezz thite",4,"s0163",392,"nonce.connective",10
"position","pif tezz wug",4,"s0163",392,"nonce.connective",11
"catch","press5",5,"s0163",392,"nonce.connective",12
"withheld","hamster tezz dex",5,"s0163",392,"nonce.connective",13
"position","car tezz bus",2,"s0163",392,"nonce.connective",14
"familiar","cat tezz jeev",5,"s0163",392,"nonce.connective",15
"familiar","dog tezz moke",4,"s0163",392,"nonce.connective",16
"catch","press4",4,"s0163",392,"nonce.connective",17
"familiar","car tezz pif",3,"s0163",392,"nonce.connective",18
"position","thite and moke",1,"s0164",126,"syllables",1
"withheld","kaisey and jeev",5,"s0164",126,"syllables",2
"withheld","gope and moke",1,"s0164",126,"syllables",3
"withheld","skeege and dex",5,"s0164",126,"syllables",4
"cross","kaisey and moke",3,"s0164",126,"syllables",5
"position","jic and gope",2,"s0164",126,"syllables",6
"familiar","kaisey and dex",4,"s0164",126,"syllables",7
"withheld","fengle and pif",5,"s0164",126,"syllables",8
"cross","fengle and dex",2,"s0164",126,"syllables",9
"position","wug and jeev",1,"s0164",126,"syllables",10
"familiar","jic and thite",3,"s0164",126,"syllables",11
"position","coomo and kaisey",3,"s0164",126,"syllables",12
"cross","skeege and pif",5,"s0164",126,"syllables",13
"catch","press4",4,"s0164",126,"syllables",14
"familiar","coomo and wug",2,"s0164",126,"syllables",15
"familiar","fengle and moke",3,"s0164",126,"syllables",16
"catch","press5",5,"s0164",126,"syllables",17
"cross","gope and jeev",1,"s0164",126,"syllables",18
"withheld","truck and jiv",5,"s0165",196,"3/3",1
"familiar","dog and moke",1,"s0165",196,"3/3",2
"cross","truck and wug",1,"s0165",196,"3/3",3
"familiar","cat and jiv",4,"s0165",196,"3/3",4
"withheld","dog and wug",5,"s0165",196,"3/3",5
"position","car and truck",1,"s0165",196,"3/3",6
"cross","cat and moke",1,"s0165",196,"3/3",7
"position","hamster and dog",1,"s0165",196,"3/3",8
"withheld","bus and moke",1,"s0165",196,"3/3",9
"position","thite and jiv",1,"s0165",196,"3/3",10
"familiar","hamster and dex",5,"s0165",196,"3/3",11
"cross","dog and jiv",5,"s0165",196,"3/3",12
"withheld","cat and pif",5,"s0165",196,"3/3",13
"position","dex and wug",1,"s0165",196,"3/3",14
"familiar","car and thite",5,"s0165",196,"3/3",15
"cross","bus and pif",1,"s0165",196,"3/3",16
"familiar","bim and thite",5,"s0166",196,"1/3",1
"withheld","vap and pif",5,"s0166",196,"1/3",2
"position","wug and jiv",5,"s0166",196,"1/3",3
"position","chuv and vap",5,"s0166",196,"1/3",4
"withheld","cat and dex",5,"s0166",196,"1/3",5
"position","lup and bim",3,"s0166",196,"1/3",6
"position","moke and pif",5,"s0166",196,"1/3",7
"withheld","bim and jiv",2,"s0166",196,"1/3",8
"cross","cat and thite",5,"s0166",196,"1/3",9
"familiar","chuv and moke",5,"s0166",196,"1/3",10
"familiar","cat and pif",5,"s0166",196,"1/3",11
"catch","press4",4,"s0166",196,"1/3",12
"withheld","car and thite",1,"s0166",196,"1/3",13
"catch","press5",5,"s0166",196,"1/3",14
"cross","vap and jiv",5,"s0166",196,"1/3",15
"familiar","lup and wug",5,"s0166",196,"1/3",16
"cross","car and dex",1,"s0166",196,"1/3",17
"cross","bim and pif",3,"s0166",196,"1/3",18
"position","truck and chuv",2,"s0167",392,"1/3",1
"cross","bim and jiv",5,"s0167",392,"1/3",2
"withheld","feeb and wug",2,"s0167",392,"1/3",3
"withheld","chuv and jiv",5,"s0167",392,"1/3",4
"familiar","bim and pif",5,"s0167",392,"1/3",5
"position","moke and thite",5,"s0167",392,"1/3",6
"cross","feeb and pif",5,"s0167",392,"1/3",7
"withheld","bim and thite",4,"s0167",392,"1/3",8
"position","dex and jiv",5,"s0167",392,"1/3",9
"familiar","cat and moke",5,"s0167",392,"1/3",10
"familiar","feeb and jiv",2,"s0167",392,"1/3",11
"position","cat and bim",3,"s0167",392,"1/3",12
"withheld","vap and pif",1,"s0167",392,"1/3",13
"familiar","truck and dex",5,"s0167",392,"1/3",14
"cross","vap and wug",4,"s0167",392,"1/3",15
"catch","press4",4,"s0167",392,"1/3",16
"catch","press5",5,"s0167",392,"1/3",17
"cross","chuv and thite",5,"s0167",392,"1/3",18
"cross","gope and thite",4,"s0168",196,"syllables",1
"position","coomo and fengle",4,"s0168",196,"syllables",2
"withheld","gope and wug",5,"s0168",196,"syllables",3
"position","jeev and thite",4,"s0168",196,"syllables",4
"familiar","skeege and moke",4,"s0168",196,"syllables",5
"cross","kaisey and dex",4,"s0168",196,"syllables",6
"cross","fengle and wug",4,"s0168",196,"syllables",7
"position","skeege and gope",4,"s0168",196,"syllables",8
"catch","press5",5,"s0168",196,"syllables",9
"cross","jic and pif",4,"s0168",196,"syllables",10
"withheld","fengle and thite",4,"s0168",196,"syllables",11
"withheld","jic and dex",4,"s0168",196,"syllables",12
"catch","press4",4,"s0168",196,"syllables",13
"position","moke and wug",3,"s0168",196,"syllables",14
"familiar","fengle and dex",4,"s0168",196,"syllables",15
"familiar","kaisey and wug",4,"s0168",196,"syllables",16
"familiar","coomo and jeev",4,"s0168",196,"syllables",17
"withheld","kaisey and pif",4,"s0168",196,"syllables",18
"position","vaap and zayb",5,"s0169",196,"0/3",1
"position","thite and wug",5,"s0169",196,"0/3",2
"familiar","chuhv and pif",5,"s0169",196,"0/3",3
"familiar","zayb and dex",4,"s0169",196,"0/3",4
"position","jeev and pif",4,"s0169",196,"0/3",5
"withheld","zayb and wug",5,"s0169",196,"0/3",6
"cross","chuhv and dex",5,"s0169",196,"0/3",7
"cross","loach and wug",4,"s0169",196,"0/3",8
"catch","press4",4,"s0169",196,"0/3",9
"cross","feeb and moke",2,"s0169",196,"0/3",10
"familiar","bem and jeev",3,"s0169",196,"0/3",11
"catch","press5",5,"s0169",196,"0/3",12
"withheld","loach and pif",4,"s0169",196,"0/3",13
"withheld","feeb and dex",5,"s0169",196,"0/3",14
"withheld","chuhv and moke",2,"s0169",196,"0/3",15
"cross","zayb and pif",5,"s0169",196,"0/3",16
"position","bem and loach",4,"s0169",196,"0/3",17
"familiar","vaap and thite",5,"s0169",196,"0/3",18
"position","wug and thite",1,"s0170",126,"rime",1
"cross","marfo and moke",4,"s0170",126,"rime",2
"withheld","tetchee and pif",4,"s0170",126,"rime",3
"withheld","kaisee and moke",4,"s0170",126,"rime",4
"catch","press5",5,"s0170",126,"rime",5
"withheld","marfo and thite",4,"s0170",126,"rime",6
"catch","press4",4,"s0170",126,"rime",7
"withheld","calo and dex",3,"s0170",126,"rime",8
"familiar","pawmo and wug",5,"s0170",126,"rime",9
"familiar","calo and moke",4,"s0170",126,"rime",10
"position","pawmo and marfo",1,"s0170",126,"rime",11
"cross","calo and pif",4,"s0170",126,"rime",12
"cross","kaisee and thite",3,"s0170",126,"rime",13
"position","jeev and moke",2,"s0170",126,"rime",14
"position","zaygee and kaisee",1,"s0170",126,"rime",15
"familiar","marfo and pif",4,"s0170",126,"rime",16
"familiar","zaygee and jeev",2,"s0170",126,"rime",17
"cross","tetchee and dex",3,"s0170",126,"rime",18
"familiar","lup and dex",2,"s0171",126,"0/3",1
"position","zabe and chuv",4,"s0171",126,"0/3",2
"position","jiv and pif",3,"s0171",126,"0/3",3
"familiar","feeb and moke",1,"s0171",126,"0/3",4
"familiar","bim and pif",4,"s0171",126,"0/3",5
"position","dex and wug",2,"s0171",126,"0/3",6
"cross","feeb and pif",5,"s0171",126,"0/3",7
"catch","press5",5,"s0171",126,"0/3",8
"cross","bim and moke",4,"s0171",126,"0/3",9
"cross","chuv and wug",2,"s0171",126,"0/3",10
"withheld","vap and moke",1,"s0171",126,"0/3",11
"withheld","feeb and wug",4,"s0171",126,"0/3",12
"withheld","chuv and pif",4,"s0171",126,"0/3",13
"position","lup and feeb",3,"s0171",126,"0/3",14
"familiar","zabe and jiv",5,"s0171",126,"0/3",15
"withheld","bim and thite",2,"s0171",126,"0/3",16
"catch","press4",4,"s0171",126,"0/3",17
"cross","vap and thite",5,"s0171",126,"0/3",18
"familiar","zerm and thite",4,"s0172",56,"onset",1
"withheld","rull and pif",4,"s0172",56,"onset",2
"withheld","zof and moke",4,"s0172",56,"onset",3
"familiar","ruck and dex",4,"s0172",56,"onset",4
"familiar","rudge and jiv",4,"s0172",56,"onset",5
"cross","rull and dex",4,"s0172",56,"onset",6
"withheld","ruck and wug",4,"s0172",56,"onset",7
"withheld","zabe and dex",2,"s0172",56,"onset",8
"catch","press4",4,"s0172",56,"onset",9
"position","jiv and wug",4,"s0172",56,"onset",10
"cross","ruck and moke",5,"s0172",56,"onset",11
"cross","zabe and pif",5,"s0172",56,"onset",12
"position","zerm and zof",5,"s0172",56,"onset",13
"catch","press5",5,"s0172",56,"onset",14
"cross","zof and wug",3,"s0172",56,"onset",15
"familiar","rull and moke",4,"s0172",56,"onset",16
"position","rudge and ruck",4,"s0172",56,"onset",17
"position","thite and moke",5,"s0172",56,"onset",18
"position","wug and pif",4,"s0173",196,"onset",1
"position","rudge and ruck",1,"s0173",196,"onset",2
"position","zerm and zabe",2,"s0173",196,"onset",3
"familiar","rull and thite",5,"s0173",196,"onset",4
"catch","press4",4,"s0173",196,"onset",5
"position","moke and thite",5,"s0173",196,"onset",6
"cross","zabe and pif",4,"s0173",196,"onset",7
"cross","ruck and thite",4,"s0173",196,"onset",8
"catch","press5",5,"s0173",196,"onset",9
"familiar","ruck and dex",1,"s0173",196,"onset",10
"withheld","rull and jiv",4,"s0173",196,"onset",11
"withheld","zof and dex",2,"s0173",196,"onset",12
"withheld","ruck and pif",4,"s0173",196,"onset",13
"familiar","zerm and moke",4,"s0173",196,"onset",14
"cross","rull and dex",1,"s0173",196,"onset",15
"familiar","rudge and wug",5,"s0173",196,"onset",16
"withheld","zabe and thite",3,"s0173",196,"onset",17
"cross","zof and jiv",2,"s0173",196,"onset",18
"cross","truck and jiv",5,"s0174",392,"2/3",1
"cross","feeb and pif",2,"s0174",392,"2/3",2
"familiar","car and wug",4,"s0174",392,"2/3",3
"withheld","cat and moke",4,"s0174",392,"2/3",4
"position","car and truck",5,"s0174",392,"2/3",5
"catch","press5",5,"s0174",392,"2/3",6
"position","wug and pif",4,"s0174",392,"2/3",7
"cross","cat and thite",5,"s0174",392,"2/3",8
"position","dog and feeb",5,"s0174",392,"2/3",9
"catch","press4",4,"s0174",392,"2/3",10
"familiar","dog and dex",4,"s0174",392,"2/3",11
"cross","zabe and moke",5,"s0174",392,"2/3",12
"familiar","cat and pif",1,"s0174",392,"2/3",13
"position","dex and jiv",1,"s0174",392,"2/3",14
"familiar","feeb and thite",5,"s0174",392,"2/3",15
"withheld","feeb and jiv",3,"s0174",392,"2/3",16
"withheld","truck and pif",2,"s0174",392,"2/3",17
"withheld","zabe and thite",5,"s0174",392,"2/3",18
"position","thite and dex",5,"s0175",392,"0/3",1
"position","pif and jiv",5,"s0175",392,"0/3",2
"catch","press5",5,"s0175",392,"0/3",3
"catch","press4",4,"s0175",392,"0/3",4
"position","lup and bim",2,"s0175",392,"0/3",5
"withheld","vap and dex",5,"s0175",392,"0/3",6
"withheld","bim and jiv",3,"s0175",392,"0/3",7
"withheld","zabe and moke",4,"s0175",392,"0/3",8
"withheld","feeb and wug",5,"s0175",392,"0/3",9
"cross","vap and jiv",2,"s0175",392,"0/3",10
"cross","bim and dex",4,"s0175",392,"0/3",11
"familiar","chuv and thite",3,"s0175",392,"0/3",12
"familiar","feeb and dex",5,"s0175",392,"0/3",13
